Annee;Auteur_affil;Isn;Langue;M_coll_auteur;M_lieu_edition;M_titre_orig;Projet_develop;Resume;Titre;source
1977;ONHFAO;2817;(FR);ONHFAO;Tunis;Programme de travail pour une approche simplifiée du schéma directeur;FAO/SIDA/TUN-2;Note sur l'étude du /schéma directeur/ de l/industrie oleicole/;Programme de travail pour une approche simplifiée du schéma directeur;http://www.onagri.tn/uploads/docagri/2817N.PDF
1977;ONHFAO;2818;(FR);ONHFAO;Tunis;Propositions concernant la préparation du schéma directeur des huileries;FAO/SIDA/TUN-2;/Note technique/ sur la préparation du /schéma directeur/ de l/industrie oleicole/;Propositions concernant la préparation du schéma directeur des huileries;http://www.onagri.tn/uploads/docagri/2818N.PDF
1978;ONHFAO;2819;(FR);ONHFAO;Tunis;Réflexions relatives à la poursuite des travaux sur le schéma directeur de l'industrie oleicole;FAO/SIDA/TUN-2;Note concern. la poursuite des travaux sur le /schéma directeur/ de l/industrie oleicole/;Réflexions relatives à la poursuite des travaux sur le schéma directeur de l'industrie oleicole;http://www.onagri.tn/uploads/docagri/2819N.PDF
1977;ONHFAO;2820;(FR);ONHFAO;Tunis;Note relative à la situation du secteur oleicole dans le gouvernorat de Kasserine;FAO/SIDA/TUN-2;Note relative à la /situation agricole/ des plantations d/olivier/ du /gouvernorat de Kasserine/. Données générales notam. répartition des plantations par classe d'âge, /production/ d/olive/ et d/huile d'olive/ de 1974 à 1977. Contraintes. Améliorations possibles. Résultats à escompter;Note relative à la situation du secteur oleicole dans le gouvernorat de Kasserine;http://www.onagri.tn/uploads/docagri/2820N.PDF
1978;ONHFAO;2821;(FR);ONHFAO;Tunis;Note relative à la situation de l'oleiculture;FAO/SIDA/TUN-2;/Note technique/ relative à la /situation agricole/ du secteur /olivier/ en 1978 notam. le nombre d'arbres productifs, la moyenne de /production/ d/huile d'olive/ par arbre de 1970 à 1978, la teneur en huile, la production d'huile par région et la répartition qualitative de la production en pourcentage;Note relative à la situation de l'oleiculture;http://www.onagri.tn/uploads/docagri/2821N.PDF
1976;ONHFAO;2822;(FR);ONHFAO;Tunis;Test d'hypothèses technico-économiques relatives aux perspectives de séparation, coques-pulpes de grignons frais non épuisés;FAO/SIDA/TUN-2;/Document technique/ concern. l/analyse économique/ de la séparation des /noyaux/ d/olive/ des /pulpe d'olive/ de /grignon d'olive/ frais, pour une valorisation des /sous produit d'huilerie/ - Estimation des /budget/ d'investissement et de fonctionnement et de la /rentabilité/ en fonction des hypotèses relatives à la production d/huile/ marginale de pulpe. Utilisation notam. pour l/alimentation animale/ des pulpes;Test d'hypothèses technico-économiques relatives aux perspectives de séparation, coques-pulpes de grignons frais non épuisés;http://www.onagri.tn/uploads/docagri/2822N.PDF
1977;Ferretti, G.;2823;(FR);ONHFAO;Tunis;Expérimentation semi-industrielle de séparation entre pulpe et noyaux composant les grignons d'olives vierges et épuisés;FAO/SIDA/TUN-2;/Note technique/ sur la séparation entre /pulpe d'olive/ et /noyaux/ des /grignon d'olive/ vierges et épuisés - /Expérimentation/ faite à la simolives de Sfax avec tarage Bernardini et Ferretti. /Extraction par solvant/ notam. l'hexane et /sèchage/ de la pulpe;Expérimentation semi-industrielle de séparation entre pulpe et noyaux composant les grignons d'olives vierges et épuisés;http://www.onagri.tn/uploads/docagri/2823N.PDF
1978;ONHFAO;2824;(FR);ONHFAO;Tunis;Note technique relative à la valorisation des sous produits de l'olive;FAO/SIDA/TUN-2;/Document technique/ sur la valorisation des /sous produit d'huilerie/ - Processus proposé par Ferretti basé sur la séparation pulpe d'olive et /noyaux/ des /grignon d'olive/s puis /extraction/ d/huile/ de pulpe d'olive. Comparaison entre système actuel, système Ferretti et système Bernardini;Note technique relative à la valorisation des sous produits de l'olive;http://www.onagri.tn/uploads/docagri/2824N.PDF
1978;ONHFAO;2825;(FR);ONHFAO;Tunis;Valorisation des sous-produits de l'olive. Note à l'attention de Messieurs les membres du comité technique consultatif du projet FAO/SIDA/TUN-2;FAO/SIDA/TUN-2;Note relative à l'installation d'une /usine/ expérimentale par Monsieur Ferretti pour l'extraction d/huile/ de /pulpe d'olive/ à partir des /grignon d'olive/ après séparation pulpe /noyaux/. pulpe épuisée destinée à l/alimentation animale/;Valorisation des sous-produits de l'olive. Note à l'attention de Messieurs les membres du comité technique consultatif du projet FAO/SIDA/TUN-2;http://www.onagri.tn/uploads/docagri/2825N.PDF
1979;ONHFAO;2828;(FR);ONHFAO;Tunis;Note relative à la valorisation des sous-produits de l'olive;FAO/SIDA/TUN-2;/Note technique/ sur la valorisation des /sous produit d'huilerie/ - Fonctionnement de l/usine/ expérimentale d/extraction/ d/huile/ de /grignon d'olive/ à /Mahdia/ pourvu d'un /matériel d'industrie alimentaire/ prototype pour la séparation /pulpe d'olive/, /noyaux/ puis l'extraction d'huile de pulpes, utilisation de la pulpe pour /alimentation animale/;Note relative à la valorisation des sous-produits de l'olive;http://www.onagri.tn/uploads/docagri/2828N.PDF
1976;ONHFAO;2832;(FR);ONHFAO;Tunis;Coût de transport (olives et huile) du 1-2-1974 au 31-3-1976;FAO/SIDA/TUN-2;/Prix/ de /transport/ des /olive/s par /camion/, charge inférieur à 5 t, par /train/ charge supérieur à 5 t. /Transport en vrac/ des /huile/s. Frais de location;Coût de transport (olives et huile) du 1-2-1974 au 31-3-1976;http://www.onagri.tn/uploads/docagri/2832K.PDF
1975;Dumont, H.;2833;(FR);FAOONH;Tunis;Besoins prévisibles en huileries 1975-1990;FAO/SIDA/TUN-2;/Rapport d'assistance technique/ sur les /prévision économique/s concern. les /huilerie/s en /Tunisie centrale/ et création en conséquence de nouvelles /plantation/s d/olivier/;Besoins prévisibles en huileries 1975-1990;http://www.onagri.tn/uploads/docagri/2833K.PDF
1978;;2844;(FR);ONHFAO;Tunis;Note relative à la situation de l'oleiculture;FAO/SIDA/TUN-2;/Note technique/ relative à la /situation économique/ du secteur /olivier/ en 1978;Note relative à la situation de l'oleiculture;http://www.onagri.tn/uploads/docagri/2844K.PDF
1976;Ferretti, G.;2843;(FR);ONHFAO;Tunis;Valorisation des sous produits de l'olive;FAO/SIDA/TUN-2;/Note technique/ concern. la valorisation des /sous produit d'huilerie/. Systèmes d/extraction/ et de séparation des /pulpe d'olive/ en /noyaux/, de l/huile/ de /grignon d'olive/ a partir de pulpes pures. Conduite de l/expérimentation/ pour l/alimentation animale/ - Programme de travail;Valorisation des sous produits de l'olive;http://www.onagri.tn/uploads/docagri/2843N.PDF
1975;Jardak, T.;2866;(FR);ONH;Tunis;Chiendent;FAO/SIDA/TUN-2;/Note technique/ concern. l'importance du /chiendent/ dans les plantations d/olivier/ - /Prix de revient/ d'une opération de /désherbage/ mécanique;Chiendent;http://www.onagri.tn/uploads/docagri/2866N.PDF
1980;ONHFAO;2879;(FR);ONHFAO;Tunis;Valorisation des grignons d'olives;FAO/SIDA/TUN-2;/Document technique/ concern. la valorisation des /grignon d'olive/ et son utilisation pour l/alimentation animale/ - Données sur la /composition chimique/, le système d/extraction/ de l/huile/ actuel et mis au point avec séparation de la /pulpe d'olive/ et des coques, le /sèchage/;Valorisation des grignons d'olives;http://www.onagri.tn/uploads/docagri/2879N.PDF
1980;FAOONH;2882;(FR);FAOONH;Tunis;Prix de revient du traitement des oliviers par pulverisation;FAO/SIDA/TUN-2;/Note technique/ concern. le calcul du /prix de revient/ pour la /lutte anti parasite/ par pulverisation des /olivier/s;Prix de revient du traitement des oliviers par pulverisation;http://www.onagri.tn/uploads/docagri/2882N.PDF
1980;FAOONH;2883;(FR);FAOONH;Tunis;Prix de revient du traitement des oliviers par poudrage;FAO/SIDA/TUN-2;/Note technique/ concern. le calcul du /prix de revient/ pour la /lutte anti parasite/ par poudrage des /olivier/s;Prix de revient du traitement des oliviers par poudrage;http://www.onagri.tn/uploads/docagri/2883N.PDF
1977;FAOONH;2886;(FR);FAOONH;Tunis;"Questionnaire ""usine d'extraction""";FAO/SIDA/TUN-2;/Procédure d'enquête/ auprès des /huilerie/s;"Questionnaire ""usine d'extraction""";http://www.onagri.tn/uploads/docagri/2886N.PDF
1979;FAOONH;2890;(FR);FAOONH;Tunis;Méthodologie proposée pour l'étude économique d'un investissement en système continu et ou système super-presses;FAO/SIDA/TUN-2;/Etude méthodologique/ de l/analyse économique/ des résultats de la campagne oleicole 1978-1979 permettant le choix du système d/extraction/ de l/huile d'olive/ - Modèle proposé par /simulation/;Méthodologie proposée pour l'étude économique d'un investissement en système continu et ou système super-presses;http://www.onagri.tn/uploads/docagri/2890N.PDF
1979;FAOONH;2891;(FR);FAOONH;Tunis;Note relative aux actions de promotion oleicole conduites par l'ONH;;/Document technique/ sur les interventions de l'ONH pour la promotion de l/olivier/ et des /industrie oleicole/s;Note relative aux actions de promotion oleicole conduites par l'ONH;http://www.onagri.tn/uploads/docagri/2891N.PDF
1976;FAOONH;2892;(FR);FAOONH;Tunis;Comité de direction du projet de développement rural intégré des zones à vocation oleicole. Réunion du 13 novembre 1976;FAO/SIDA/TUN-2;/Document de réunion/ concern. les activités du /projet d'assistance technique/ pour le /développement économique/ intégré du secteur /olivier/;Comité de direction du projet de développement rural intégré des zones à vocation oleicole. Réunion du 13 novembre 1976;http://www.onagri.tn/uploads/docagri/2892N.PDF
1979;CNEA;2979;(FR);CNEA;Tunis;Etude de l'aménagement hydro-agricole des périmètres de Sidi Saad dans la plaine de Kairouan;;Convention entre le CNEA et la DEGTH définissant les conditions et la méthodologie de l'étude d/économie agricole/ du projet d/aménagement hydraulique/ des /périmetre d'irrigation/ de /Sidi Saad/ dans la /plaine/ de /Kairouan/;Etude de l'aménagement hydro-agricole des périmètres de Sidi Saad dans la plaine de Kairouan;http://www.onagri.tn/uploads/docagri/2979N.PDF
1977;Giselher, K.;2985;(FR);DGTH;Tunis;Projet de Sidi Saad. Introduction dans la technique d'essais de cisaillement direct in situ sur roche;;/Document technique/ sur l'introduction d'une nouvelle /méthode de recherche/ pour l'essai des /propriété rhéologique/ direct in situ sur roche dans le cadre du projet /Sidi Saad/;Projet de Sidi Saad. Introduction dans la technique d'essais de cisaillement direct in situ sur roche;http://www.onagri.tn/uploads/docagri/2985N.PDF
1979;CNEADEGTH;3027;(FR);CNEADEGTH;Tunis;Amenagement hydro-agricole des plaines de Laroussa et Gaafour dans la vallée du Siliana. Etude de préfactibilite technico-économique;;/Document technique/ sur l'aménagement hydraulique et le /programme de développement/ de l/irrigation/ dans les /plaine/s d/El Aroussa/ et /Gaafour/ dans la vallée du /Siliana/ /analyse économique/ du projet - /milieu physique/ et /structures socioeconomiques/ de la zone du projet. /situation agricole/. Composantes du projet, /développement agricole/, approvisionnement /prix/ et /commercialisation/, organisation et gestion, évaluation du projet avantages et justifications;Amenagement hydro-agricole des plaines de Laroussa et Gaafour dans la vallée du Siliana. Etude de préfactibilite technico-économique;http://www.onagri.tn/uploads/docagri/3027N.PDF
1979;Mtibaa, M.;3040;(Fr);OMVVM PPI;Tunis;Cultures sous abris. Etude de rentabilité;;/Document technique/ concern. la /rentabilité/ des /culture abritée/s dans la région de /Soliman/ - Données sur la culture de /tomate/, /piment/ et /melon/. /Enquête/ concern. les /superficies cultivées/, le /rendement/ et le /cout de production/, les /technique culturale/s et la /commercialisation/, le calendrier de production, la fiche de culture et le compte d'exploitation de ces espèces;Cultures sous abris. Etude de rentabilité;http://www.onagri.tn/uploads/docagri/3040N.PDF
1980;Dufour, A.;3051;(FR);ONH;Tunis;L'olivier;FAO/SIDA/TUN-2;/Document technique/ sur le développement de la culture de l/olivier/ et du secteur /industrie oleicole/ depuis 1970 - Données sur l'evolution de la /production/ d/huile d'olive/ et d/olive/s, sur la /fertilisation/ d'oliviers, l/entretien des plantations/, le /desherbage/ et /lutte anti parasite/;L'olivier;http://www.onagri.tn/uploads/docagri/3051K.PDF
1980;Lafforgue, A.;3065;(FR);DRES;Tunis;Note sur les données recueillies a la station hydrométrique de l'oued Hedjel PVF et leur utilisation pour une etude de propagation des crues sur l'oued Hatab;;/Note technique/ sur les données de la /station hydrologique/ de l/Oued El Hadjel/ PVF et leur utilisation pour une étude de propagation des /crue/s sur l/oued Hatab/;Note sur les données recueillies a la station hydrométrique de l'oued Hedjel PVF et leur utilisation pour une etude de propagation des crues sur l'oued Hatab;http://www.onagri.tn/uploads/docagri/3065K.PDF
1979;Ben-Marzouk, M.;3068;(FR);DRE;Tunis;Etude hydrogeologique préliminaire de la région d'El Guettar;;/Document technique/ sur l/hydrogéologie/ et la /géologie/ de la région d/Elguetar/ - Données sur la /stratigraphie/ et la /tectonique/. /carte géologique/, /carte hydrologique/ et /salinité/ des /nappe phréatique/s;Etude hydrogeologique préliminaire de la région d'El Guettar;http://www.onagri.tn/uploads/docagri/3068N.PDF
1980;Bouzaiane, S. (DRE)Girard, G. (Orstom);3069;(FR);DRE;Tunis;Note hydrologique sur l'oued Hatab à kanguet Slougui;;;Note hydrologique sur l'oued Hatab à kanguet Slougui;http://www.onagri.tn/uploads/docagri/3069K.PDF
1980;Kallel, R.;3070;(FR);DRE;Tunis;Dossier hydrométrique de l'oued Madene (O. Zouara);;/Document technique/ sur le résultat de la /méthode de mesure/ pour définir les /caractéristique/s d/hydrologie/ du /bassin versant/ de l/oued Madene/ affluent de l/oued Zouara/ - Données sur les /débit/s annuels et les lames de /ruissellement/;Dossier hydrométrique de l'oued Madene (O. Zouara);http://www.onagri.tn/uploads/docagri/3070K.PDF
1979;Zebidi, H.;3075;(FR);DRE;Tunis;Bilan des activites de la division des ressources en eau année 1979;;/Rapport d'activité/ de la /DRE/ de 1979 concern. le domaine des /eau de surface/, les /eau souterraine/s et la /législation/ des /eau/x;Bilan des activites de la division des ressources en eau année 1979;http://www.onagri.tn/uploads/docagri/3075K.PDF
1978;Brahmia, A.;3079;(FR);OEP;Tunis;Performances des races Pie noire, Holstein, Schwitz et Tarentaise dans les troupeaux soumis au contrôle laitier. lactations terminées en 1978;;/Document technique/ concern. les performances des /race Pie Noire/, Holstein, Schwitz et Tarentaise dans les /troupeau/x soumis au /controle de performance/ laitier - Données sur la /production/ du /lait/ par /race/ et par région, repartition des /velage/s, comparaison des durées de /lactation/s et liste des meilleurs performances de l'année 1978;Performances des races Pie noire, Holstein, Schwitz et Tarentaise dans les troupeaux soumis au contrôle laitier. lactations terminées en 1978;http://www.onagri.tn/uploads/docagri/3079K.PDF
1980;Housni, B.;3093;(FR);ONH;Tunis;La cueillette mécanique chez l'olivier;FAO/SIDA/TUN-2FAO/IRQ/TUN-501;/Rapport d'assistance technique/ sur les résultats d/expérimentation/ concern. la /récolte mécanique/ de l/olivier/ pendant la période 1973 1979 - Données des résultats d'essais de vibration, et efficacité avec structure de l/arbre/. /cout de production/ de la cueillette et utilisation des produits d/abscission/;La cueillette mécanique chez l'olivier;http://www.onagri.tn/uploads/docagri/3093K.PDF
ND;Hachemi, H.;3094;(FR);DRE;Tunis;note sur l'alimentation en eau potable de la localité de Djemilet;;/Note technique/ sur l/alimentation en eau potable/ de la localité de /Djemilet/ à partir de /forage/ et de /puits/ de surface;note sur l'alimentation en eau potable de la localité de Djemilet;http://www.onagri.tn/uploads/docagri/3094K.PDF
1980;OEP;3095;(FR);OEP;Tunis;Résultat de la campagne 1979-1980 [ferme de Fretissa];;/Document technique/ sur le résultat de la campagne agricole 1979-1980 en /production végétale/ de la /ferme pilote/ de /Fretissa/ - Données sur les /superficies cultivées/ en /betterave sucrière/, /betterave fourragère/, /féverole/, /pois chiche/, /sulla/, /orge/, /blé tendre/, /avoine/, /lin/, /foin/ /luzerne/, /vesce avoine/, /fetuque/ et /rendement/ par Ha des différentes variétes et essai de /desherbage/;Résultat de la campagne 1979-1980 [ferme de Fretissa];http://www.onagri.tn/uploads/docagri/3095K.PDF
