Date,Pluvio_du_jour,Cumul_du_mois,Cumul_moy_du_mois,Cumul_periode,Cumul_moy_periode,Cumul_mois_precedent,Cumul_periode_precedente,nom_ar,nom_fr,gouvernorat_ar,gouvernorat_fr,region_ar,region_fr,Latitude,Longitude,Altitude
2025-10-15,5,63.160938791644824,0.07916285121242403,74.80073480988645,0.25400819989657053,0,71,جــمال,JEMMEL,المنستير,Monastir,الوسط الشرقي,Centre-Est,35.623779,10.763029,0.00
2025-10-15,4.8,60.91400000855325,0.07879961912410952,67.22800004646183,0.2915451893028839,0,49.8,المهدية,MAHDIA,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.518477,11.031220,0.00
2025-10-15,0.5,54.46666671699947,0.13769889828156479,69.19777785407173,0.33238061558138077,0,146,الشابة,CHEBBA MUNICIPALITE,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.237678,11.115822,0.00
2025-10-15,0,35.28163248939174,0,51.65275721501721,0.7163218769905829,0,61,السواسي,SOUASSI,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.348563,10.544329,0.00
2025-10-15,0,41.56777480960962,0,57.93541663978248,0.4090761985428777,2,70.2,الـــجم,EL JEM SM,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.296183,10.709476,0.00
2025-10-15,0,45.713999804556366,0,44.848000017553574,0.6243310736050829,0,35.6,صفاقس,SFAX MAOU SM,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.716489,10.734221,0.00
2025-10-15,1,37.48428576153152,0.06669461480217506,38.90000001668931,1.3881748066023731,0,26.5,عقارب,AGAREB DELEGATION,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.740884,10.533074,0.00
2025-10-15,0,30.346000018417833,0,47.12600003242492,0.0848788354039768,10,85,بير علي بن خليفة,BIR ALI BEN KHELIFA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.737292,10.095218,0.00
2025-10-15,0,35.776086936664306,0.11180652616037477,41.62342997012291,0.4204362786190713,4,56.1,الغريبة,EL GHRAIBA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.499686,10.221215,0.00
2025-10-15,0,41.18367346938774,0,52.93452380952381,0.5289553581468571,0,86,قرقنة,KERKENEH MELLITTA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.642780,11.029420,0.00
2025-10-15,1.5,36.2900000011921,0.04133370074264883,42.8660000729561,0.3499276810169048,1,67.5,منزل شاكر,MENZEL CHAKER,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.556840,10.313026,0.00
2025-10-15,1,37.446916256908196,0.02670446861737301,52.548990536629425,0.2093284740138332,1,116,الحنشة,HANCHA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,35.122934,10.745022,0.00
2025-10-15,0,17.58400001078844,0,28.681999989748,0.505543546655841,0,20.5,قفصة,GAFSA 1 SM,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.424999,8.799228,0.00
2025-10-15,0,15.397826079441149,0,26.084921286792028,0.6900538361645052,0,46,القطار,EL GUETAR,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.334994,8.925215,0.00
2025-10-15,0,23.645652143689603,0,37.61086951941252,0.39882087789163934,0,31.5,السند,ESSNED,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.546493,9.258217,0.00
2025-10-15,0,10.526086945734592,0,16.1379227090393,1.1153851908038757,0,40,المنلوي,METLAOUI SM,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.316991,8.421221,0.00
2025-10-15,0,12.54503173479145,0,22.69398277702005,0.8812908776969735,0,59.5,الرديف,MOULARES SM,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.361991,8.169228,0.00
2025-10-15,0,32.90217412295549,0,49.319367551756464,0.42579621439715937,0,72,سيدي يعيش,REDEYEF  SM,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.710293,8.782128,0.00
2025-10-15,0,14.041666759488482,0,24.212278506953055,0.3304108697453912,0,22.8,أم العرائس,SIDI AIECH,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.487989,8.295220,0.00
2025-10-15,0,9.138000005930662,0,13.087999957799909,0.649449879844655,0,17,توزر,TOZEUR SM,توزر,Tozeur,الجنوب الغربي,Sud-Ouest,32.925131,8.097222,0.00
2025-10-15,0,10.012121188821213,0,17.761779067671895,1.5764186624166847,0,46.5,تمغزة,TAMEGHZA.GN,توزر,Tozeur,الجنوب الغربي,Sud-Ouest,34.379992,7.945848,0.00
2025-10-15,0,9.369565238447292,0,9.402173929402363,1.4890173384497145,0,15.5,دقاش,DEGACHE MUNICIPALITE,توزر,Tozeur,الجنوب الغربي,Sud-Ouest,32.983992,8.239419,0.00
2025-10-15,0,7.046808514823305,0,12.48006475499033,1.362172419273891,0,17.5,نفطة,NEFTA,توزر,Tozeur,الجنوب الغربي,Sud-Ouest,32.859794,7.907325,0.00
2025-10-15,0,8.461363688111305,0,14.418234659339173,0.0693566184506691,1,8.2,قبلي,KEBILI SE,قبلي,Kébili,الجنوب الغربي,Sud-Ouest,32.704992,8.979226,0.00
2025-10-15,0,7.102439074618058,0,7.215625006239861,0.5543525330849257,0,0,الفوار,EL FAOUR DOUZ,قبلي,Kébili,الجنوب الغربي,Sud-Ouest,32.370194,8.668720,0.00
2025-10-15,0,9.224390213082478,0,10.214227634509125,0.3916106183580499,1,10.2,دوز,DOUZ CRDA SM,قبلي,Kébili,الجنوب الغربي,Sud-Ouest,32.461996,9.024224,0.00
2025-10-15,0,41.110204024278396,0,10.981679205632709,1.0927290604013433,0,27.5,قابس,GABES SM,قابس,Gabès,الجنوب الشرقي,Sud-Est,32.857991,10.108727,0.00
2025-10-15,0,17.619999939762057,0,48.42183640327381,0.04130367926039211,0,7.5,الحامة,EL HAMMA PV,قابس,Gabès,الجنوب الشرقي,Sud-Est,32.844495,9.816229,0.00
2025-10-15,0,30.889743556196876,0,28.389999949932097,0.17611835184282765,0,10,المطوية,METOUIA SM,قابس,Gabès,الجنوب الشرقي,Sud-Est,32.957894,10.036720,0.00
2025-10-15,0,25.410000059604652,0,34.8717948803917,0.08602941174349735,0.5,8,مطماطة,MATMATA DELEGATION,قابس,Gabès,الجنوب الشرقي,Sud-Est,32.542987,9.987223,0.00
2025-10-15,0,25.20200024068355,0,34.20883638234474,0.2513970339090072,2.4,32.199999999999996,مدنين,MEDENINE 1 SM,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.335986,10.500219,0.00
2025-10-15,0,19.726829273308194,0,26.810000276863576,0.18649757360558056,6.5,22.8,بني خداش,BENI KHEDECHE,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.245991,10.203218,0.00
2025-10-15,0,28.779166714909177,0,24.099999884279764,1.493775940782577,0,19.5,بن قردان,BEN GUERDANE 1 SM,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.160484,10.770229,0.00
2025-10-15,0,40.772916811984025,0,26.412416732621693,2.1807924879838376,3.5,17.5,جرجيس,ZARZIS VILLE SE 2,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.497974,11.117350,0.00
2025-10-15,0,47.87959181198053,0,32.37312922990393,0.30889815837644546,21,29.5,جربة حومة السوق,JERBA EL MAY SM,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.799485,10.887131,0.00
2025-10-15,0,12.845120756662839,0,29.337884731239956,0.30677058289810855,39,61.6,تطاوين,TATAOUINE SM,تطاوين,Tataouine,الجنوب الشرقي,Sud-Est,32.927392,10.451446,0.00
2025-10-15,0,13.167220376654717,0,14.841594235411877,0.33689103210152826,13.4,27.2,غمراسن,"GHOMRASSEN DELEG,",تطاوين,Tataouine,الجنوب الشرقي,Sud-Est,32.065988,10.347224,0.00
2025-10-15,0,41.80444447149833,0,51.49555558694733,0.3378932376138963,0,14.799999999999999,بوسالم,BOUSALEM DRE,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.599846,8.968515,0.00
2025-10-14,0,28.241999902278184,0,43.28520091760102,0,2.7,38.7,خنقة الزازية,KHANGUET ZAZIA,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.090993,9.124563,0.00
2025-10-14,0,43.387999979704624,0.055314833620416594,51.1659999215603,1.2840558202853645,1.4,31.899999999999995,جندوبة,JENDOUBA,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.499091,8.794007,0.00
2025-10-14,0,41.80444447149833,0,50.62000003324614,0.3437376528757813,0,14.799999999999999,بوسالم,BOUSALEM DRE,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.599846,8.968515,0.00
2025-10-14,0,39.659183612739554,0.02521484077344381,50.38571437417852,1.518287493790193,3,38.5,غار الدماء,GHARDIMAOU DRE,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.450446,8.432837,0.00
2025-10-14,0,146.85199998468158,0.12938196280596742,136.39399998366832,0.5132190566181923,9,90,عين دراهم,AIN DRAHEM,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.774894,8.683128,0.00
2025-10-14,0,106.52000021830202,0.15020653367639514,95.80800005942584,0.8694472272496281,6.2,50.00000000000001,طبرقة,TABARKA,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.913855,8.747206,0.00
2025-10-14,0,62.15000011331656,0.004827031366902935,62.50111133262439,0.27199516356641684,4.1,46.2,سد بوهرتمة,BOUHERTMA,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.674092,8.784465,0.00
2025-10-14,0,60.559183682866234,0.056143425212020294,62.424489716333994,0.33320256352143585,5,58.1,بــاجة,BEJA,باجة,Béja,الشمال الغربي,Nord-Ouest,36.722242,9.204225,0.00
2025-10-14,0,43.90434779696491,0.04555357499555566,56.85217394841754,0.9146527984520002,0,61.5,مجاز الباب,MEJEZ EL BAB,باجة,Béja,الشمال الغربي,Nord-Ouest,36.650691,9.604720,0.00
2025-10-14,0,102.35833328962327,0.15631360423511334,85.58062939768567,0.5141350362771447,5,74,نفزة,NEFSA DELEG,باجة,Béja,الشمال الغربي,Nord-Ouest,36.976043,9.082727,0.00
2025-10-14,0,43.282978653590725,0,54.37132085179778,1.0299547467798618,0,45.800000000000004,سد سيدي سالم,BARRAGE SIDI SALEM,باجة,Béja,الشمال الغربي,Nord-Ouest,36.557991,9.402219,0.00
2025-10-14,0,51.804000011682525,0.03860705736138082,59.86126530007441,1.0858440708556023,0,53.5,تبرسق,TEBOURSOUK,باجة,Béja,الشمال الغربي,Nord-Ouest,36.458999,9.249223,0.00
2025-10-14,0,57.06938777742337,0.052567586876879006,60.1023673352964,0.7487225877302971,3,38,تيبار,TIBAR SM,باجة,Béja,الشمال الغربي,Nord-Ouest,36.521995,9.105227,0.00
2025-10-14,0,40.583673518227066,0,49.52244914414322,0.6279980198369903,4,85.4,الكاف,KEF CMA,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.131399,8.744326,0.00
2025-10-14,0,30.824489621939712,0.025953389976993816,45.112244809920675,0.7669757988277072,0.4,68.10000000000001,سد ملاق,O.MELLEGUE K13,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.323991,8.709228,0.00
2025-10-14,0,40.58222224944168,0.08624466098694614,54.97111104395652,0.918664350073236,0.7,71.8,ساقية سيدي يوسف,SAKIET SIDI YOUSSEF SM,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.233272,8.367319,0.00
2025-10-14,0,33.682222193148405,0,49.788888901803226,1.415978575843388,18.5,51,قلعة سنان,KALAAT ESSENAM DELEG,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.765992,8.340220,0.00
2025-10-14,0,34.5460000038147,0.028946911361360978,51.35400004297496,1.1196790892994088,1.5,35.5,القصور,KSOUR ECOLE,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.900994,8.793994,0.00
2025-10-14,0,36.16046512265538,0,59.74418603958085,1.1967691710224466,17.5,61.5,السرس,SERS DELEGATION,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.066600,9.037090,0.00
2025-10-14,0,38.47949494448576,0,51.81404045145921,0.9456896156535894,6.5,49,تاجروين,TEJROUINE,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.936996,8.491428,0.00
2025-10-14,8,44.52799997240305,0.17966223510955195,60.71400001227857,0.9058866157538131,2,71,سليانة,SILIANA AGRICOLE,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.085492,9.366221,0.00
2025-10-14,7,48.33877560100993,0.20687325807629833,54.75306124620291,0.5296507508429245,16,47,بوعرادة,BOU ARADA II,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.349643,9.625698,0.00
2025-10-14,0,43.144897970922145,0.20859940394494902,51.40000003849974,1.0700389097043537,5,75,الكريب,KRIB FERME COSSEM,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.319045,9.137629,0.00
2025-10-14,0,32.88750003278256,0,52.886707380123255,0.4916169163855291,3,35,الروحية,ROHIA,سليانة,Siliana,الشمال الغربي,Nord-Ouest,35.651694,9.060217,0.00
2025-10-14,2,60.70199998214841,0.03294784357332825,76.70999992698431,0.8343110423793221,0,71,سعدية برقو,SAADIA DU BARGOU SM,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.035998,9.600219,0.00
2025-10-14,0,48.64166663571571,0,63.084311174811646,0.6340720736278916,0,44,سد الأخماس,BARRAGE LAKHMES,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.074696,9.373423,0.00
2025-10-14,0,52.13800001367926,0.019179868804665188,67.73199994072317,1.1220693330554643,0,22,مكثر,MAKTAR PF,سليانة,Siliana,الشمال الغربي,Nord-Ouest,35.853203,9.204221,0.00
2025-10-14,0,56.48400011628867,0.017704128566341095,66.73199994251131,0.3746328601201396,1,22,تونس قرطاج,TUNIS CARTHAGE SM,تونس,Tunis,الشمال الشرقي,Nord-Est,36.834284,10.248223,0.00
2025-10-14,0,57.3720001360774,0,62.10000000819564,0.5314009661134432,0,16.7,تونس المنوبية,TUNIS MANOUBIA,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.784336,10.173078,0.00
2025-10-14,0,56.32200010836125,0,67.67599999859928,0.3989597494024297,2,27,أريانة,ARIANA CENTRE D'ETUD,أريانة,Ariana,الشمال الشرقي,Nord-Est,36.848147,10.178561,0.00
2025-10-14,8,51.6895833350718,0.17411631936861496,53.08282305868848,1.6577867364496988,19,36,سيدي ثابت,SIDI THABET,أريانة,Ariana,الشمال الشرقي,Nord-Est,36.912718,10.041491,0.00
2025-10-14,0,57.31875009757157,0.2442481731748917,59.975382531473564,0.616919783389182,0,24,قلعة الأندلس,Kalaat Andalos,أريانة,Ariana,الشمال الشرقي,Nord-Est,37.033000,10.114000,0.00
2025-10-14,0,50.383333410446845,0.049619583119556596,60.11815468967593,0.557235999223924,1.5,30.5,منوبة,MANOUBA,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.782991,10.077219,0.00
2025-10-14,7.5,52.72873462482374,0.19913240996033288,56.44000004902482,0.8061658391296574,0,58,برج العامري,BORJ EL AMRI,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.715495,9.886868,0.00
2025-10-14,0,50.78061224168054,0,50.074000118076796,0.7389064167582438,0,17,البطان,BATANE OMVVM,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.796724,9.849985,0.00
2025-10-14,0,56.692000039070855,0,59.27799990296363,0.573568609866342,0,49.5,بن عروس,BEN AROUS MUNICIP.,بن عروس,Ben Arous,الشمال الشرقي,Nord-Est,36.720884,10.267123,0.00
2025-10-14,0,52.18695647091322,0,60.43580019809685,0.4798480355177497,0,39,برج السدرية,BORJ CEDRIA,بن عروس,Ben Arous,الشمال الشرقي,Nord-Est,36.663282,10.328322,0.00
2025-10-14,0,59.273139936487745,0,60.42377983412467,0.612341698939927,0,32,الخليدية,EL KHELIDIA,بن عروس,Ben Arous,الشمال الشرقي,Nord-Est,36.637193,10.194221,0.00
2025-10-14,0,57.81000007212162,0,64.54800017774105,0.3439300975842707,0,80.5,نابل,NABEUL SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.443677,10.750420,0.00
2025-10-14,0,82.73673443404995,0.0785624432056984,72.71069367925124,0.5707551104252835,0,47,قليبية,KELIBIA SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.855421,11.096021,0.00
2025-10-14,0,76.197999997139,0.006561852017359688,67.33673462022932,0.28958933203365944,0,54,قربة,KORBA SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.578677,10.859311,0.00
2025-10-14,0,69.04200008451939,0,67.65400001361965,0.23649747238565327,0,34,منزل بوزلفة,MENZEL BOUZELFA,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.681733,10.583916,0.00
2025-10-14,0,61.44000012651087,0,74.87191834628884,0.5342456942935091,0,55.5,قرمبالية,GROMBALIA DRE,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.578234,10.479524,0.00
2025-10-14,0,70.25116250993207,0.07117319943699299,78.03953463982705,0.691956970902302,1,37,الهوارية,HAOUARIA DELEG  SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,37.035877,11.012778,0.00
2025-10-14,0,65.80800006449223,0,71.49200002834202,0.38465842316759924,0,47.5,الحمامات,HAMMAMET SM PF,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.412631,10.603728,0.00
2025-10-14,0,62.07000009045006,0.08055421286795339,67.6960000754893,0.5022453315127312,2,61,زغوان,ZAGHOUAN,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.397791,10.145620,0.00
2025-10-14,0,51.419237588165686,0.13613581858341428,61.29583338151375,1.0865338853535504,7,80,الفحص,PT DU FAHS SM,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.352341,9.895514,0.00
2025-10-14,0,51.287999919354924,0,60.63963261919058,0.46174422222899253,5.5,55,سد بئر مشارقة,BIR MECHARGA BGE,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.509391,10.024123,0.00
2025-10-14,0,54.153869095201394,0,58.49693881157708,0.5128473491003042,0,31,صواف,SAOUAF,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.229041,10.174420,0.00
2025-10-14,0,47.657999952435496,0,70.6979165649973,0.5374981590166673,0,64,الجبيبنة 3 النظور,DJEBIBINA YABSA(NADHOR),زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.114288,10.097478,0.00
2025-10-14,0,77.24799999490378,0.0724937862516757,62.81305356950583,0.7100434935972001,4.800000000000001,30.299999999999997,بنزرت سيدي أحمد,SIDI AHMED SM BIZERTE,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.232990,9.782023,0.00
2025-10-14,0,62.51020413059361,0.05599085859147015,67.200200188756,0.7068431324100095,1.2,20.599999999999998,تينجة,TINJA HER,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.171789,9.757906,0.00
2025-10-14,0,60.35957444903065,0.3147802179427912,59.353061234920595,0.7025753875600548,0,5,راس الجبل,RAS JEBEL,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.214993,10.126721,0.00
2025-10-14,0,52.86122451692212,0.11350474860981057,65.46595747214049,1.2372842791533316,0,35.5,العالية,EL ALIA SE,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.166386,10.037618,0.00
2025-10-14,0,58.34800006374716,0.17138548003487117,48.52448981878709,1.1334482898304643,0,15,ماطر,SIDI MBAREK (MATEUR),بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.021497,9.663226,0.00
2025-10-14,0,71.47551025237355,0,62.156000071615004,0.09653130820977718,12,41,جومين,DJOUMIN DELEGATION,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,36.926992,9.388721,0.00
2025-10-14,0,92.03061221509564,0.03477103892910004,60.27959190917258,0.2023902221896688,5,31,سجنان,SEJENANE DELG,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.059741,9.246079,0.00
2025-10-14,0,45.45400021329524,0,62.38363186984322,0.6924893390325876,0,46.6,القيروان,KAIROUAN SM,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.675988,10.104229,0.00
2025-10-14,0,50.800000088425676,0,64.13399999663234,0.4989553123410408,0,36,حفوز,HAFFOUZ DRE,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.635497,9.676719,0.00
2025-10-14,0,38.25365853400491,0,72.20731720382845,0.3600743111201128,0,39,سد نبهانة,NEBHANA BARRAGE,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.392496,9.700119,0.00
2025-10-14,0,50.94583317109694,0,54.01707301143464,1.1385289237530758,0,16.5,الوسلاتية,OUSLATIA INRAT,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.774996,9.591225,0.00
2025-10-14,0,52.0099999924004,0,71.17149828738988,0.7165789849479134,3,70.5,السبيخة,SBIKHA,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.918093,10.035820,0.00
2025-10-14,0,39.03424491887798,0,61.276000022739176,0.22031464186615032,6,25,سيدي عمر بوحجلة,SIDI AMOR BOUHAJLA,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.395191,10.057861,0.00
2025-10-14,0,35.73799999326467,0.013990710171084896,47.04159185107265,0.40389789657100555,0,16.5,سد سيدي سعد,SIDI SAAD BARRAGE,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.384036,9.694255,0.00
2025-10-14,1.5,32.464000059962274,0.26182848645577156,59.12049719148629,1.0317910521358804,20,66.5,القصرين,KASSERINE,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.165694,8.826228,0.00
2025-10-14,3,32.90208338201045,0.09117963641294156,52.6439999999106,1.0447534381903618,0,48,فريانة,FERIANA SM,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,34.947446,8.576477,0.00
2025-10-14,7,20.317021247554326,0.4675882298023175,57.233333246161536,1.668608039815764,0,101,فوسانة,FOUSSANA,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.351991,8.634512,0.00
2025-10-14,0,40.39130439074792,0,47.27600007131696,0.782638123872253,4,27,سبيبة,SBIBA VILLE SM,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.228696,9.123125,0.00
2025-10-14,0,32.384000019729136,0.03087944662150368,56.63043468996234,0.7151631489627002,5,41.5,سبيطلة,SBEITLA  PAVA,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.228696,9.123136,0.00
2025-10-14,2.6,39.01200000867247,0.11791243717259836,44.760000082850446,0.8512064327407768,6,34,تالة,TALA SM,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.578792,8.670524,0.00
2025-10-14,0,37.84893614814636,0,58.24468077687506,0.4807305942196333,0,51,سيدي بوزيد,SIDI BOUZID SM,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.964999,9.447219,0.00
2025-10-14,0,28.244680856136565,0,48.94756205770985,0.08172010682133554,0,124,سيدي علي بن عون,SIDI ALI BEN AOUN,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.855194,9.142115,0.00
2025-10-14,0,29.779591883323626,0,49.24420408497051,0.1624556665835447,0,68.3,بير الحفي,BIR LAHFAY,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.931245,9.196117,0.00
2025-10-14,0,33.53000004276633,0,41.720000086128714,0.21572387299664383,0,27,المكناسي,MEKNASSY GR SM,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.919999,8.716511,0.00
2025-10-14,0,30.22281276192908,0,52.890872968722284,0.4159507825293409,0,105.7,الرقاب,REGUEB SM DELEGATION,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.847997,9.789227,0.00
2025-10-14,0,28.79772743379528,0,49.07888890062318,0.5195716645426383,0.5,28.3,جلمة,JELMA HER,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,35.270999,9.429225,0.00
2025-10-14,0,32.766666722794376,0,44.623758845771036,0,0,0,المزونة,MEZZOUNA DISPENSAIRE,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.575739,9.847000,0.00
2025-10-14,0,57.889795874454535,0,65.84489790091709,0.5619266060018397,0,55,سوسة,SOUSSE PF,سوسة,Sousse,الوسط الشرقي,Centre-Est,35.828981,10.646020,0.00
2025-10-14,0,57.7399234175682,0,66.84314287326774,0.3440891467896295,0,40,النفيضة,ENFIDA FORET,سوسة,Sousse,الوسط الشرقي,Centre-Est,36.133633,10.377370,0.00
2025-10-14,0,54.052083276988306,0,58.64723636121901,0.3921753423867889,0,49.5,مساكن,MSAKEN DELG SM,سوسة,Sousse,الوسط الشرقي,Centre-Est,35.731787,10.577622,0.00
2025-10-14,0,49.45744683197204,0,58.88062948964086,0.3396702816079555,0,124,سيدي بوعلي,SIDI BOU ALI,سوسة,Sousse,الوسط الشرقي,Centre-Est,35.957682,10.479071,0.00
2025-10-14,0,50.69999996375064,0,56.33061226655027,1.8107383515973021,0,76.5,الكندار,KUNDAR,سوسة,Sousse,الوسط الشرقي,Centre-Est,35.949137,10.284220,0.00
2025-10-14,0,54.997777916491025,0,68.62161628876747,0.2768806831953049,0,65,المنستير,SKANES MONASTIR  SM,المنستير,Monastir,الوسط الشرقي,Centre-Est,35.749873,10.753752,0.00
2025-10-14,0,63.28800013303758,0,76.00200008779764,0.4736717449331957,0,126,المكنين,MOKNINE SM,المنستير,Monastir,الوسط الشرقي,Centre-Est,35.626034,10.716228,0.00
2025-10-14,0,58.50399988396434,0.017092848386151032,73.88199986129997,0.10828077224518212,0,102,طبلبة,TEBOULBA BNE VENNE I,المنستير,Monastir,الوسط الشرقي,Centre-Est,35.635477,10.779221,0.00
2025-10-14,0,63.160938791644824,0,72.78273477936887,0.1923533107465545,0,71,جــمال,JEMMEL,المنستير,Monastir,الوسط الشرقي,Centre-Est,35.623779,10.763029,0.00
2025-10-14,0,60.91400000855325,0,65.4920000807941,0.2259817990249497,0,49.8,المهدية,MAHDIA,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.518477,11.031220,0.00
2025-10-14,0,54.46666671699947,0.12851897172946047,66.84000007576414,0.33662477520191375,0,146,الشابة,CHEBBA MUNICIPALITE,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.237678,11.115822,0.00
2025-10-14,0,35.28163248939174,0,51.107859259726084,0.7239591040581241,0,61,السواسي,SOUASSI,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.348563,10.544329,0.00
2025-10-14,0,41.56777480960962,0,57.17291663928577,0.4145319391264848,2,70.2,الـــجم,EL JEM SM,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.296183,10.709476,0.00
2025-10-14,0,45.713999804556366,0,43.81000002279878,0.6391234874555755,0,35.6,صفاقس,SFAX MAOU SM,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.716489,10.734221,0.00
2025-10-14,0,37.48428576153152,0.04001676888130504,37.6940000319481,1.406059318593916,0,26.5,عقارب,AGAREB DELEGATION,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.740884,10.533074,0.00
2025-10-14,0,30.346000018417833,0,46.40600003242492,0.08619575048927099,10,85,بير علي بن خليفة,BIR ALI BEN KHELIFA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.737292,10.095218,0.00
2025-10-14,0,35.776086936664306,0.11180652616037477,39.71473431380259,0.44064250466150023,4,56.1,الغريبة,EL GHRAIBA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.499686,10.221215,0.00
2025-10-14,0,41.18367346938774,0,51.281462585034014,0.5460062679290961,0,86,قرقنة,KERKENEH MELLITTA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.642780,11.029420,0.00
